mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2021-09-02 08:56:05.610349824,66.3729,-38.1631,7831.0,23.0,7790.0,22.9,-795.0,21.7,12,S,1A,3413
2018-11-20 08:55:26.959767296,66.3729,-38.1631,9158.0,230.0,9101.0,230.0,-1022.0,211.2,6,S,1B,3413
2020-12-18 20:13:05.657330944,66.3729,-38.1631,9345.0,50.0,9332.0,50.1,-503.0,97.5,11,S,1B,3413
2019-03-26 08:55:24.250150912,66.3729,-38.1631,8598.0,175.0,8498.0,174.9,-1304.0,162.6,5,S,1A,3413
2018-01-28 09:11:26.635016960,66.3729,-38.1631,8684.0,72.0,8649.0,71.8,-782.0,92.0,5,S,1A,3413
2017-10-27 09:11:50.521967104,66.3729,-38.1631,9405.0,111.0,9376.0,111.2,-739.0,77.6,12,S,1A,3413
2017-12-26 09:11:48.746176256,66.3729,-38.1631,9431.0,58.0,9415.0,57.7,-543.0,61.9,11,S,1A,3413
2022-01-17 09:03:59.401936896,66.3729,-38.1631,8618.0,195.0,8581.0,196.0,-791.0,105.0,11,S,1A,3413
2021-03-04 09:12:05.858662912,66.3729,-38.1631,8714.0,104.0,8698.0,103.8,-527.0,92.5,12,S,1A,3413
2018-12-06 09:11:35.281081088,66.3729,-38.1631,9421.0,52.0,9350.0,52.6,-1154.0,44.7,5,S,1A,3413
2020-09-13 08:55:18.443827712,66.3729,-38.1631,8705.0,77.0,8635.0,76.8,-1098.0,65.6,12,S,1B,3413
2018-06-09 09:11:30.133582336,66.3729,-38.1631,8603.0,75.0,8552.0,74.7,-932.0,111.1,5,S,1A,3413
2021-01-07 19:57:31.485404928,66.3729,-38.1631,7791.0,123.0,7753.0,122.7,-765.0,107.7,11,S,1A,3413
2021-03-03 08:55:36.032625920,66.3729,-38.1631,8833.0,215.0,8802.0,214.7,-739.0,192.2,5,S,1A,3413
2016-10-11 09:11:23.563461376,66.3729,-38.1631,8938.0,149.0,8857.0,150.0,-1202.0,62.5,6,S,1B,3413
2020-09-16 08:55:39.476142080,66.3729,-38.1631,9165.0,163.0,9126.0,162.9,-846.0,137.1,5,S,1A,3413
2021-01-08 08:55:37.512621312,66.3729,-38.1631,7957.0,185.0,7928.0,185.0,-673.0,188.8,6,S,1B,3413
2018-11-18 09:11:35.859813120,66.3729,-38.1631,9027.0,295.0,8968.0,295.7,-1027.0,212.8,6,S,1B,3413
2020-03-09 09:12:00.058146048,66.3729,-38.1631,8604.0,41.0,8568.0,40.8,-787.0,57.4,12,S,1A,3413
2018-04-04 14:20:17.566036992,66.3729,-38.1631,8228.0,26.0,8215.0,26.2,-454.0,26.2,40,S,2A,3413
2019-12-12 08:55:11.747104000,66.3729,-38.1631,9492.0,60.0,9430.0,60.4,-1089.0,62.3,11,S,1B,3413
2016-12-26 09:03:37.745800704,66.3729,-38.1631,9979.0,157.0,9857.0,158.5,-1559.0,98.5,11,S,1A,3413
2016-02-01 20:13:14.355224064,66.3729,-38.1631,8158.0,69.0,8111.0,67.5,-877.0,147.8,12,S,1A,3413
2021-04-26 08:55:37.401455104,66.3729,-38.1631,9524.0,244.0,9492.0,244.4,-776.0,219.5,6,S,1B,3413
2018-11-11 08:55:06.254648320,66.3729,-38.1631,8773.0,75.0,8705.0,75.4,-1089.0,70.5,11,S,1B,3413
2016-08-21 09:11:43.167360000,66.3729,-38.1631,8242.0,29.0,8152.0,28.6,-1215.0,46.2,12,S,1A,3413
2021-05-14 08:55:38.365006080,66.3729,-38.1631,8468.0,108.0,8350.0,108.6,-1410.0,102.0,5,S,1A,3413
2018-06-17 08:55:21.827864064,66.3729,-38.1631,8316.0,92.0,8271.0,91.9,-857.0,81.9,6,S,1B,3413
2016-05-26 14:11:25.566036992,66.3729,-38.1631,7590.0,15.0,7560.0,15.3,-676.0,21.1,90,S,2A,3413
2019-03-29 08:55:45.207639040,66.3729,-38.1631,9433.0,101.0,9265.0,100.9,-1772.0,98.8,12,S,1A,3413
2017-01-11 08:55:11.649180928,66.3729,-38.1631,9438.0,115.0,9410.0,115.4,-723.0,117.0,5,S,1A,3413
2019-04-17 09:11:33.656024064,66.3729,-38.1631,8837.0,256.0,8652.0,259.1,-1799.0,173.3,5,S,1A,3413
2017-02-14 09:11:19.768449024,66.3729,-38.1631,9614.0,270.0,9590.0,270.4,-671.0,201.3,5,S,1A,3413
2017-09-06 02:11:45.066036992,66.3729,-38.1631,10574.0,39.0,10562.0,38.7,-513.0,35.1,14,S,2B,3413
2019-12-17 19:57:05.424115968,66.3729,-38.1631,9599.0,113.0,9546.0,113.6,-1006.0,86.7,5,S,1A,3413
2017-10-14 08:55:20.627515904,66.3729,-38.1631,8542.0,100.0,8472.0,99.9,-1098.0,74.6,5,S,1A,3413
2018-05-16 09:11:28.678727936,66.3729,-38.1631,8407.0,232.0,8366.0,232.3,-827.0,182.9,5,S,1A,3413
2021-11-05 09:11:33.561563904,66.3729,-38.1631,9610.0,83.0,9556.0,82.7,-1017.0,67.7,11,S,1B,3413
2018-03-17 09:11:26.346787072,66.3729,-38.1631,8457.0,65.0,8452.0,65.3,-295.0,87.3,5,S,1A,3413
2016-05-14 14:21:26.066036992,66.3729,-38.1631,7642.0,25.0,7605.0,24.4,-752.0,39.5,60,S,2A,3413
2016-05-09 14:22:53.066036992,66.3729,-38.1631,7566.0,26.0,7533.0,25.5,-705.0,38.9,70,S,2A,3413
2021-10-26 08:55:24.941126912,66.3729,-38.1631,8895.0,68.0,8860.0,67.5,-791.0,71.3,11,S,1B,3413
2021-01-13 19:56:49.302401024,66.3729,-38.1631,8135.0,125.0,8074.0,124.9,-989.0,109.3,11,S,1B,3413
2021-10-20 08:56:06.723187968,66.3729,-38.1631,8905.0,78.0,8874.0,77.5,-752.0,83.7,12,S,1A,3413
