mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2015-02-13 10:23:20.564399104,74.6091,-55.9854,4424.0,165.0,-4318.0,168.6,-962.0,38.3,12,S,1A,3413
2016-07-26 20:48:39.854023936,74.6091,-55.9854,4055.0,42.0,-4040.0,42.6,-351.0,20.7,12,S,1A,3413
2021-05-01 16:12:09.574054912,74.6091,-55.9854,4992.0,149.0,-4871.0,151.6,-1090.0,90.7,10,S,2B,3413
2021-05-14 16:22:10.574054912,74.6091,-55.9854,4685.0,163.0,-4592.0,165.8,-927.0,44.4,20,S,2A,3413
2018-07-13 20:48:30.089179904,74.6091,-55.9854,4331.0,84.0,-4253.0,85.1,-821.0,41.2,5,S,1A,3413
2020-06-21 16:32:11.074054912,74.6091,-55.9854,4841.0,123.0,-4716.0,124.6,-1094.0,91.5,10,S,2B,3413
2017-05-23 04:21:03.574055168,74.6091,-55.9854,3803.0,44.0,-3736.0,43.3,-711.0,52.5,95,S,2A,3413
2020-07-03 23:48:06.574054912,74.6091,-55.9854,4749.0,105.0,-4593.0,106.7,-1207.0,66.8,9,S,2B,3413
2020-06-11 04:22:14.074054912,74.6091,-55.9854,4769.0,82.0,-4617.0,84.5,-1194.0,40.7,35,S,2B,3413
2020-05-19 16:22:10.074054912,74.6091,-55.9854,4811.0,85.0,-4618.0,86.9,-1349.0,50.5,50,S,2B,3413
2019-06-24 23:48:13.074054912,74.6091,-55.9854,4389.0,75.0,-4276.0,76.7,-993.0,27.0,60,S,2B,3413
2021-05-19 04:12:11.074055168,74.6091,-55.9854,4788.0,188.0,-4721.0,190.9,-798.0,50.3,45,S,2B,3413
2020-06-26 04:22:15.074054912,74.6091,-55.9854,4675.0,175.0,-4480.0,180.6,-1336.0,100.0,5,S,2B,3413
2016-08-05 16:09:04.074054912,74.6091,-55.9854,3959.0,39.0,-3928.0,38.3,-491.0,54.9,39,S,2A,3413
2019-05-13 11:48:11.074054912,74.6091,-55.9854,4134.0,254.0,-3999.0,258.7,-1046.0,173.0,5,S,2A,3413
2019-06-05 04:32:14.574055168,74.6091,-55.9854,4114.0,159.0,-3969.0,162.9,-1080.0,84.2,24,S,2B,3413
2019-06-05 20:48:54.709987072,74.6091,-55.9854,4057.0,80.0,-3921.0,82.5,-1043.0,27.2,12,S,1A,3413
2018-02-17 21:05:01.440257024,74.6091,-55.9854,4967.0,182.0,-4624.0,193.9,-1812.0,61.2,5,S,1A,3413
2019-05-26 04:37:56.574054912,74.6091,-55.9854,4125.0,195.0,-3991.0,201.1,-1043.0,51.2,64,S,2B,3413
2016-07-22 16:29:19.074054912,74.6091,-55.9854,3912.0,40.0,-3871.0,40.2,-565.0,45.2,20,S,2A,3413
2016-03-29 16:29:17.574054912,74.6091,-55.9854,3891.0,200.0,-3808.0,203.2,-802.0,110.2,9,S,2A,3413
2020-03-31 20:48:58.261541888,74.6091,-55.9854,5448.0,152.0,-5282.0,155.5,-1332.0,77.4,12,S,1A,3413
2019-05-24 20:48:54.215273984,74.6091,-55.9854,4092.0,107.0,-3979.0,109.4,-956.0,50.5,12,S,1A,3413
2019-06-12 16:32:17.074054912,74.6091,-55.9854,4211.0,113.0,-4064.0,115.8,-1103.0,69.1,40,S,2B,3413
2016-10-27 20:48:21.600765952,74.6091,-55.9854,4698.0,132.0,-4490.0,136.1,-1381.0,76.5,5,S,1A,3413
2018-05-16 04:28:49.074054912,74.6091,-55.9854,3510.0,220.0,-3401.0,218.6,-865.0,243.2,4,S,2A,3413
2020-05-17 16:32:13.574054912,74.6091,-55.9854,4603.0,162.0,-4422.0,162.0,-1278.0,159.5,10,S,2A,3413
2020-02-03 20:48:37.436687872,74.6091,-55.9854,5590.0,142.0,-5491.0,143.6,-1047.0,77.8,6,S,1B,3413
2020-06-11 04:22:15.074054912,74.6091,-55.9854,4737.0,105.0,-4566.0,107.8,-1260.0,42.6,44,S,2A,3413
2018-04-14 20:48:25.130821120,74.6091,-55.9854,4843.0,179.0,-4666.0,184.1,-1296.0,95.2,6,S,1B,3413
2020-07-16 04:22:15.074054912,74.6091,-55.9854,5331.0,116.0,-5092.0,119.7,-1579.0,66.8,25,S,2B,3413
2020-06-28 16:22:16.074054912,74.6091,-55.9854,4717.0,104.0,-4529.0,106.7,-1320.0,70.1,19,S,2A,3413
